,유기번호,품종,나이,체중,특징,특징단어
8745,426337202200462,[고양이] 한국 고양이,2022(년생),0.7(Kg),운동장애,운동 장애
8746,426334202200827,[개] 푸들,2018(년생),6.4(Kg),미용,미용
8747,448545202200110,[개] 믹스견,2016(년생),3.5(Kg),구조시 목줄없음,구조 시 목줄 없
8748,448545202200109,[개] 믹스견,2017(년생),2.8(Kg),구조시 목줄없음,구조 시 목줄 없
8749,448536202201755,[개] 믹스견,2020(년생),5(Kg),다리부상 응급조치후 입소,다리 부상 응급 조치 후 입소
8750,448536202201754,[개] 믹스견,2022(년생),2(Kg),코가크고 귀여운 강아지,코 크 귀엽 강아지
8751,448536202201753,[개] 믹스견,2022(년생),1(Kg),수유가 필요한 어린 강아지,수유 필요 어리 강아지
8752,448536202201752,[개] 믹스견,2019(년생),12(Kg),코가 분홍색인 순한 아이,코 분홍 색인 순 아이
8753,443446202200260,[개] 믹스견,2022(년생),2(Kg),2개월령으로 어리고 건강하며 온순하다. ,2 개 월령 어리 건강 온순
8754,443446202200259,[개] 믹스견,2022(년생),2(Kg),2개월령으로 어리고 건강하며 온순하다. ,2 개 월령 어리 건강 온순
8755,443446202200258,[개] 믹스견,2022(년생),2(Kg),2개월령으로 어리고 건강하며 온순하다. ,2 개 월령 어리 건강 온순
8756,443446202200257,[개] 믹스견,2022(년생),2(Kg),약 2개월령으로 온순하고 건강하다 ,약 2 개 월령 온순 건강 하다
8757,448535202201328,[개] 믹스견,2022(년생),1(Kg),"1-773, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8758,448535202201327,[개] 믹스견,2022(년생),1(Kg),"1-772, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8759,448535202201326,[개] 믹스견,2022(년생),1(Kg),"1-771, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8760,448535202201325,[개] 믹스견,2022(년생),1(Kg),"1-770, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8761,448535202201324,[개] 믹스견,2022(년생),1(Kg),"1-769, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8762,448535202201323,[개] 믹스견,2022(년생),1(Kg),"1-768, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8763,448535202201322,[개] 믹스견,2022(년생),1(Kg),"1-767, 1개월추정, 6두 동시입소, 들개서식지에서 구조, 겁이 많음",1 개월 추정 6 동시 입소 들개 식지 구조 겁 많
8764,428354202201609,[개] 말티즈,2020(년생),5(Kg),사람과 친화력이 아주 좋음   집나온지 하루정도 되어보임,사람 친화력 아주 좋 집 나오 하루 정도 되 보이
8765,426339202200429,[고양이] 한국 고양이,2022(년생),0.2(Kg),"사상구-263 노흰&어미없음,젖먹이,허약,탈진",사상구 -263 노 희 어미 없 젖먹이 허약 탈진
8766,426339202200422,[고양이] 한국 고양이,2017(년생),4(Kg),"사상구-262 혼합&기력소진,노쇠,부상,허약,탈진",사상구 -262 혼합 기력 소진 노쇠 부상 허약 탈진
8767,442419202200835,[고양이] 한국 고양이,2022(년생),0.6(Kg),"탈진, 어미없음",탈진 어미 없
8768,442419202200834,[개] 요크셔 테리어,2017(년생),3.7(Kg),다리골절외 ,다리 골절
8769,442419202200833,[개] 믹스견,2022(년생),2(Kg),입부분만 검정,입 부분 검정
8770,442419202200832,[개] 믹스견,2022(년생),2(Kg),"귀끝부분, 입주위검정, 발끝부분 흰색",귀 끝 부분 입주 위 검정 발끝 부분 흰색
8771,442419202200831,[개] 믹스견,2022(년생),2(Kg),"갈,검정섞임, 발끝부분흰색",갈 검정 섞이 발끝 부분 흰색
8772,442419202200830,[개] 믹스견,2022(년생),2(Kg),입주위 검정,입주 위 검정
8773,445472202200344,[개] 믹스견,2021(년생),5.8(Kg),온순하고 사람을 좋아함,온순 사람 좋아하
8774,442425202200354,[개] 믹스견,2022(년생),3.00(Kg),영귀미면 좌운 저수지에서 발견,영 귀 미 좌 운 저수지 발견
8775,442425202200353,[개] 믹스견,2022(년생),3.00(Kg),영귀미면 좌운 저수지에서 발견,영 귀 미 좌 운 저수지 발견
8776,442419202200829,[개] 라브라도 리트리버,2016(년생),35(Kg),"다리가 길고, 등쪽부분 갈색이 진함",다리 길 등 부분 갈색 진하
8777,442419202200828,[개] 라브라도 리트리버,2016(년생),35(Kg),눈썹부분 상처있음,눈썹 부분 상처 있음
8778,442419202200827,[개] 믹스견,2019(년생),5.3(Kg),"목줄착용. 귀,얼굴부분 연한갈색",목줄 착용 귀 얼굴 부분 연 갈색
8779,441408202200879,[기타축종] 거위,2019(년생),5(Kg),거위,거위
8780,426326202200539,[고양이] 한국 고양이,2019(년생),3.5(Kg),"교통사고로인한움직임이불편함,경계심과공격성이매우강함",교통사고 인하 움직임 불편 경계심 공격성 매우 강하
8781,411302202200511,[고양이] 한국 고양이,2019(년생),4(Kg),교통사고로 인한 다리골절 및 내출혈. 예후불량.,교통사고 인하 다리 골절 및 내출혈 예후 불량
8782,447506202200303,[개] 믹스견,2022(년생),1.6(Kg),"온순하고,친화적인성격,진드기감염",온순 화적 성격 진드기 감염
8783,446483202201013,[개] 불독,2015(년생),15(Kg),세지에서 여암간도로에서구조,세지 여암 간 도로 구조
8784,446483202201012,[개] 믹스견,2019(년생),13(Kg),정미소로들어옴,정미소 들어오
8785,446483202201011,[개] 믹스견,2022(년생),4(Kg),매일 공장으로들어옴,매이 공장 들어오
8786,446483202201010,[개] 믹스견,2015(년생),30(Kg),119구조,119 구 조
8787,444461202200479,[고양이] 한국 고양이,2022(년생),0.1(Kg),"젖먹이고 있슴,순함",젖먹이 순
8788,444461202200478,[고양이] 한국 고양이,2022(년생),0.1(Kg),"젖먹이고 있슴,순함",젖먹이 순
8789,444461202200477,[고양이] 한국 고양이,2022(년생),0.1(Kg),"젖먹이고 있슴,순함",젖먹이 순
8790,444461202200476,[고양이] 한국 고양이,2022(년생),0.1(Kg),"젖먹이고 있슴,순함",젖먹이 순
8791,444461202200475,[고양이] 한국 고양이,2022(년생),0.1(Kg),"젖먹이고 있슴,순함",젖먹이 순
8792,444461202200474,[개] 믹스견,2020(년생),10(Kg),쇠로된 목걸이와 줄이 있슴,쇠 되 목걸이 줄
8793,442426202200367,[개] 믹스견,2016(년생),8(Kg),두마리 함께 발견,함께 발견
8794,442426202200366,[개] 믹스견,2016(년생),7.5(Kg),두마리 함께 발견. 한쪽 눈 백내장,함께 발견 한쪽 눈 백내장
8795,441398202200325,[고양이] 한국 고양이,2022(년생),0.4(Kg),얌전함. 사람낯가림 조금 있음. 털상태양호. ,얌전 사람 낯가림 조금 있음 터 상태 양호
8796,428354202201590,[고양이] 한국 고양이,2022(년생),0.2(Kg),어미잃은자묘,어미 잃 묘
8797,428354202201589,[고양이] 한국 고양이,2022(년생),0.2(Kg),어미잃은자묘,어미 잃 묘
8798,428349202200872,[고양이] 한국 고양이,2022(년생),0.4(Kg),2개월령추정 매우순함.,2 개 월령 추정 매우 순하
8799,428349202200870,[개] 믹스견,2022(년생),4(Kg),3개월령추정 5마리같이구조.,3 개 월령 추정 5 마리 구조
8800,428349202200869,[개] 믹스견,2022(년생),4(Kg),3개월령추정 5마리같이구조.,3 개 월령 추정 5 마리 구조
8801,428349202200867,[개] 믹스견,2022(년생),5.5(Kg),3개월령추정 5마리같이구조.,3 개 월령 추정 5 마리 구조
8802,428349202200866,[개] 믹스견,2022(년생),5.5(Kg),3개월령추정 5마리같이구조.,3 개 월령 추정 5 마리 구조
8803,428349202200865,[개] 믹스견,2022(년생),5.5(Kg),3개월령추정 5마리같이구조.,3 개 월령 추정 5 마리 구조
8804,428349202200863,[개] 믹스견,2022(년생),4(Kg),엄마강아지와 같이구조 순함. 3개월령추정,엄마 강아지 같이 구조 순 3 개 월령 추정
8805,428349202200862,[개] 믹스견,2022(년생),4(Kg),엄마강아지와 같이구조 순함.,엄마 강아지 같이 구조 순
8806,428349202200861,[개] 진도견,2020(년생),10(Kg),매우말랐음. 엄마강아지와 아기강아지2마리같이구조,매우 마르 엄마 강아지 아기 강아지 2 마리 구조
8807,428349202200860,[고양이] 한국 고양이,2022(년생),0.25(Kg),"어미가 도망가고 없어 구조해옴, 아직 눈도 못뜨고 분유로 보호해야함",어미 도망가 없 구조 오 아직 눈 못 뜨 분유 보호 하
8808,428349202200859,[고양이] 한국 고양이,2022(년생),0.75(Kg),"감기로 재채기하고,환경이 갑자기 바꿔서인지 잘 먹지를 않음",감기 재채기 환경 갑자기 바꾸 인지 잘 먹지
8809,428349202200858,[개] 믹스견,2022(년생),3.58(Kg),4개월령추정 3마리같이구조,4 개 월령 추정 3 마리 구조
8810,428349202200857,[개] 믹스견,2022(년생),3.82(Kg),4개월령추정 3마리같이구조,4 개 월령 추정 3 마리 구조
8811,428349202200856,[개] 믹스견,2022(년생),4.00(Kg),4개월령추정 3마리같이구조,4 개 월령 추정 3 마리 구조
8812,428349202200855,[고양이] 한국 고양이,2022(년생),1.3(Kg),매우힘이없고 잘움직이지않음.,매우 힘 없 잘 움직이
8813,411311202200592,[개] 믹스견,2020(년생),8.1(Kg),초록바탕+빨간줄무늬목줄/쇠사슬리드줄.소심.으르렁거리나천천히다가가면어느정도사람따름.,초록 바탕 빨갛 줄무늬 목줄 쇠사슬 리드 줄 소심 으르렁거리 천천히 다가가 정도 사람 따름
8814,411306202200591,[고양이] 한국 고양이,2022(년생),0.2(Kg),눈곱. 콧물. 코검정. 이빨조금남. 털때탐. ,눈곱 콧물 코 검정 이빨 조금 남 터 때 탐
8815,411306202200590,[개] 치와와,2014(년생),1.94(Kg),코살색+검은점. 얌전/사람따름. 꼬리단미안됨. 털상태양호. 치아부실. 왼쪽슬개골. ,코 살색 검 점 얌전 사람 따름 꼬리 단 미안 터 상태 양호 치아 부실 왼쪽 슬개골
8816,450650202203592,[고양이] 한국 고양이,2019(년생),5.2(Kg),개체관리번호  22626 - 좌후지 2번째 발가락 골절,개체 관리 번호 22626 좌 후지 2 발가락 골절
8817,450650202203591,[고양이] 한국 고양이,2015(년생),1.7(Kg),"개체관리번호 22625 - 혓바닥궤양, 각막궤양/경계심",개체 관리 번호 22625 혓바닥 궤양 각막 궤양 경계심
8818,450650202203590,[고양이] 한국 고양이,2019(년생),3.9(Kg),"개체관리번호 22624 - 좌후지 발목 탈구, 외상/경계심",개체 관리 번호 22624 좌 후지 발목 탈구 외상 경계심
8819,450650202203589,[개] 믹스견,2020(년생),15.1(Kg),"개체관리번호 3017 - 심장사상충,양측골반골절/경계심",개체 관리 번호 3017 심장 사상충 양측 골반 골절 경계심
8820,450650202203588,[개] 믹스견,2022(년생),4(Kg),개체관리번호 3016 -  3개월,개체 관리 번호 3016 3 개월
8821,450650202203587,[개] 말티즈,2017(년생),2.4(Kg),개체관리번호 3015 ,개체 관리 번호 3015
8822,450650202203586,[개] 믹스견,2022(년생),10.1(Kg),개체관리번호 3014 - 10개월/패턴무늬목줄/경계심,개체 관리 번호 3014 10 개월 패턴 무늬 목줄 경계심
8823,450650202203585,[개] 보더 콜리,2021(년생),14.5(Kg),개체관리번호 3013 ,개체 관리 번호 3013
8824,450650202203584,[개] 푸들,2021(년생),4.5(Kg),개체관리번호 3012 - 경계심,개체 관리 번호 3012 경계심
8825,450650202203583,[개] 코카 스파니엘,2017(년생),9.8(Kg),개체관리번호 3011 ,개체 관리 번호 3011
8826,450650202203582,[개] 믹스견,2020(년생),23(Kg),개체관리번호 3010 - 빨파목줄,개체 관리 번호 3010 빻 파 목줄
8827,450650202203581,[개] 믹스견,2021(년생),17.1(Kg),개체관리번호 3009 - 경계심,개체 관리 번호 3009 경계심
8828,450650202203580,[개] 믹스견,2022(년생),12.7(Kg),개체관리번호 3008 - 8개월/파빨목줄,개체 관리 번호 3008 8 개월 파 빻 목줄
8829,450650202203579,[개] 믹스견,2021(년생),22.5(Kg),개체관리번호 3007 - 카기목줄/경계심,개체 관리 번호 3007 카 목줄 경계심
8830,450650202203578,[개] 믹스견,2022(년생),3.6(Kg),개체관리번호 3006 - 3개월/빨간방울목줄,개체 관리 번호 3006 3 개월 빨갛 방울 목줄
8831,450650202203577,[개] 믹스견,2022(년생),3.5(Kg),개체관리번호 3005 - 3개월/빨간방울목줄,개체 관리 번호 3005 3 개월 빨갛 방울 목줄
8832,450650202203576,[개] 믹스견,2020(년생),17.1(Kg),개체관리번호 3004 - 경계심,개체 관리 번호 3004 경계심
8833,448567202200736,[개] 믹스견,2013(년생),22(Kg),L-9-1-24  갈색. 검정색목줄착용. 내장칩동물등록:이름;삼순,갈색 검정색 목줄 착용 내장 칩 동물 등록 이름 삼순
8834,448538202200442,[개] 차우차우,2012(년생),20(Kg),검정 백내장 염증 사상충양성,검정 백내장 염증 사상충 양성
8835,448537202201113,[고양이] 한국 고양이,2022(년생),1(Kg),허피스.구내염,허 피스 구내염
8836,448537202201112,[고양이] 한국 고양이,2022(년생),0.5(Kg),아기고양이,아기 고양이
8837,448535202201303,[고양이] 한국 고양이,2022(년생),0.4(Kg),"2-404, 3개월미만 추정, 안질환으로 인해 눈을 못뜸, 기력없음, 마른상태",3 개월 미만 추정 안 질환 인하 눈 못 뜸 기력 없 마르 상태
8838,448535202201302,[고양이] 한국 고양이,2022(년생),0.5(Kg),"2-403, 3개월미만 추정, 심각한 안질환, 꼬리가 잘림, 영양상태 부족",3 개월 미만 추정 심각 안 질환 꼬리 잘림 영양 상태 부족
8839,448535202201301,[개] 불독,2017(년생),17(Kg),"1-761, 몸집이 큼, 힘이 너무 좋음, 사람을 엄청 좋아함",몸집 크 힘 너무 좋 사람 엄청 좋아하
8840,448533202200559,[개] 믹스견,2020(년생),7(Kg),파란색 목줄 착용,파란색 목줄 착용
8841,446494202200452,[개] 믹스견,2022(년생),2(Kg),사람과 친화적이며 겁이 많음,사람 친화 겁 많
8842,446494202200451,[개] 믹스견,2022(년생),3(Kg),사람과 친화적이며 소심함,사람 친화 소심
8843,446494202200450,[고양이] 한국 고양이,2022(년생),0.8(Kg),사람과 매우 친화적이며 온순함,사람 매우 친화 온순
8844,446494202200449,[고양이] 한국 고양이,2022(년생),0.8(Kg),사람과 매우 친화적이며 온순함,사람 매우 친화 온순
8845,446494202200448,[고양이] 한국 고양이,2022(년생),0.8(Kg),사람과 매우 친화적이며 온순함,사람 매우 친화 온순
8846,446494202200447,[고양이] 한국 고양이,2022(년생),0.8(Kg),사람과 매우 친화적이며 온순함,사람 매우 친화 온순
8847,446494202200446,[고양이] 한국 고양이,2022(년생),0.8(Kg),사람과 매우 친화적이며 온순함,사람 매우 친화 온순
8848,446494202200445,[고양이] 한국 고양이,2022(년생),0.6(Kg),사람과 친화적이다,사람 친화
8849,445473202200168,[개] 진도견,2020(년생),20(Kg),오랜유기생활 추정,유기 생활 추정
8850,445468202201618,[고양이] 한국 고양이,2022(년생),0.3(Kg),생후40일정도 허피스에감염되여있고 많이말라있음,생후 40 일 정도 허 피스 감염 있 많이 말르
8851,445468202201617,[고양이] 한국 고양이,2022(년생),0.4(Kg),생후40일정도 허피스에걸려심하게아파보임,생후 40 일 정도 허 피스 걸리 심하 아프 보이
8852,445468202201616,[고양이] 한국 고양이,2022(년생),0.4(Kg),생후40일정도  순하고이쁘게생겼음,생후 40 일 정도 순 이쁘 생기
8853,445467202201648,[개] 믹스견,2020(년생),10(Kg),경계함,경계
8854,445467202201647,[개] 믹스견,2020(년생),10(Kg),경계함,경계
8855,445467202201646,[개] 믹스견,2021(년생),5(Kg),순함 피부상태 나쁨,순 피부 상태 나쁘
8856,444460202200603,[개] 믹스견,2022(년생),1.5(Kg),3개월령. 신원미상인이 광천지구대로 데려왔다함 ,3 개 월령 신원 미 상인 광천 지구대 데려오 하
8857,444460202200602,[개] 믹스견,2022(년생),1.5(Kg),3개월령. 신원미상인이 광천지구대로 데려왔다함 ,3 개 월령 신원 미 상인 광천 지구대 데려오 하
8858,444449202201332,[개] 믹스견,2019(년생),4.5(Kg),폼피츠 추정.,폼 피 추정
8859,442429202200599,[고양이] 믹스묘,2022(년생),0.29(Kg),2일째 어미가 오지않음. 너무 어림,2 일 어미 오 너무 어림
8860,442429202200598,[고양이] 믹스묘,2022(년생),0.45(Kg),결막염 증세있음,결막염 증세 있음
